2,502,1002,1502,2002,2502,3002,3502,4002,4502,5002,5502,6002,6502,7002,7502,8002,8502,9002,9502,
1,1114,2244,3386,4529,5665,6787,7946,9075,10218,11356,12504,13643,14793,15907,17059,18234,19359,20482,21586,
2,502,1002,1502,2002,2502,3002,3502,4002,4502,5002,5502,6002,6502,7002,7502,8002,8502,9002,9502,
0,640,1194,1949,2836,3285,4102,4549,5452,6037,7189,7859,7772,8711,9534,10554,10477,11841,12200,12305,
